62,246,Gary Lockwood,2/21/37,2.188
62,247,William Sylvester,1/31/22,3.582
62,248,Daniel Richter,None,0.6
62,249,Leonard Rossiter,10/21/26,2.533
62,250,Margaret Tyzack,9/9/31,1.563
62,251,Robert Beatty,10/19/09,1.855
62,252,Sean Sullivan,12/26/21,1.263
62,253,Douglas Rain,3/13/28,1.831
62,8645,Vivian Kubrick,8/5/60,0.752
62,24278,Bill Weston,5/29/41,1.4
62,93948,Alan Gifford,3/11/11,1.859
62,102573,Frank Miller,None,0.6
62,107445,Ann Gillis,2/12/27,1.553
62,108277,Ed Bishop,6/11/32,1.388
62,117540,Edwina Carroll,None,0.6
62,127363,Penny Brahms,None,1.502
62,184980,Burnell Tucker,None,1.702
62,948173,Glenn Beck,6/1/35,0.652
62,1102076,Heather Downham,None,1.4
62,1208787,John Clifford,None,0.6
62,1330785,Mike Lovell,None,0.6
62,1330786,John Ashley,None,0.6
62,1330787,Jimmy Bell,None,0.6
62,1330788,David Charkham,None,1.094
62,1330789,Simon Davis,None,0.6
62,1330790,Jonathan Daw,None,0.6
62,1330791,Péter Delmár,None,0.6
62,1330792,Terry Duggan,None,0.6
62,1330793,David Fleetwood,None,0.6
62,1330794,Danny Grover,None,0.6
62,1330795,Brian Hawley,None,0.98
62,1330796,David Hines,None,0.6
62,1330797,Tony Jackson,None,0.6
62,1330798,John Jordan,None,0.6
62,1330799,Scott MacKee,None,0.6
62,1330800,Laurence Marchant,None,0.6
62,1330801,Darryl Paes,None,0.6
62,1330802,Joe Refalo,None,0.84
62,1330803,Andy Wallace,None,0.6
62,1330804,Bob Wilyman,None,0.6
62,1330805,Richard Woods,None,0.6
62,1330806,Martin Amor,None,0.98
62,1330807,S. Newton Anderson,None,0.6
62,1330808,Sheraton Blount,None,0.6
62,1330809,Ann Bormann,None,0.6
62,1330811,Julie Croft,None,0.6
62,1330812,Penny Francis,None,0.6
62,1330813,Kenneth Kendall,None,0.6
62,1330814,Marcella Markham,8/1/22,0.608
62,1330815,Irena Marr,None,0.828
62,1330816,Krystyna Marr,None,0.6
62,1330817,Kim Neil,None,0.6
62,1330818,Jane Pearl,None,0.6
62,1330819,Penny Pearl,None,0.6
62,1330820,Kevin Scott,None,0.6
62,1330821,John Swindells,6/22/31,0.6
62,1819434,Maggie d'Abo,None,0.6
62,1819435,Chela Matthison,7/31/42,0.98
62,1819436,Judy Kiern,None,1.4
152,1748,William Shatner,3/22/31,9.149
152,1749,Leonard Nimoy,3/26/31,5.025
152,1750,DeForest Kelley,1/20/20,3.133
152,1751,James Doohan,3/3/20,4.804
152,1752,George Takei,4/20/37,7.825
152,1753,Nichelle Nichols,12/28/32,2.777
152,1754,Walter Koenig,9/14/36,1.816
152,1755,Majel Barrett,2/23/32,3.151
152,1756,Stephen Collins,10/1/47,3.905
152,1757,Persis Khambatta,10/2/48,1.23
152,1759,Grace Lee Whitney,4/1/30,1.4
152,1820,Mark Lenard,10/15/24,1.973
152,44054,Roger Aaron Brown,6/12/49,2.276
152,72658,Franklyn Seales,7/15/52,1.4
152,168423,Billy Van Zandt,12/13/57,0.6
152,178145,Gary Faga,None,0.828
154,1748,William Shatner,3/22/31,9.149
154,1749,Leonard Nimoy,3/26/31,5.025
154,1750,DeForest Kelley,1/20/20,3.133
154,1751,James Doohan,3/3/20,4.804
154,1752,George Takei,4/20/37,7.825
154,1753,Nichelle Nichols,12/28/32,2.777
154,1754,Walter Koenig,9/14/36,1.816
154,1793,Ricardo Montalban,11/25/20,4.693
154,1794,Bibi Besch,2/1/40,3.14
154,1795,Merritt Butrick,9/3/59,1.4
154,1796,Kirstie Alley,1/12/51,4.371
154,1818,Paul Winfield,5/22/39,3.815
154,87066,Ike Eisenmann,7/21/62,1.399
154,104054,Judson Scott,7/15/52,1.4
154,104505,John Vargas,4/24/58,1.38
154,157612,Paul Kent,10/13/30,0.6
154,1214565,John Winston,10/24/33,1.094
157,1062,Christopher Lloyd,10/22/38,7.018
157,1748,William Shatner,3/22/31,9.149
157,1749,Leonard Nimoy,3/26/31,5.025
157,1750,DeForest Kelley,1/20/20,3.133
157,1751,James Doohan,3/3/20,4.804
157,1752,George Takei,4/20/37,7.825
157,1753,Nichelle Nichols,12/28/32,2.777
157,1754,Walter Koenig,9/14/36,1.816
157,1795,Merritt Butrick,9/3/59,1.4
157,1819,Robin Curtis,6/15/56,1.166
157,1820,Mark Lenard,10/15/24,1.973
157,1829,Carl Steven,11/7/74,0.652
157,1830,Vadia Potenza,None,0.652
157,1831,Stephen Manley,None,0.766
157,1832,Joe W. Davis,None,1.052
157,3362,Judith Anderson,None,2.897
157,14101,John Larroquette,11/25/47,5.277
157,15831,Frank Welker,3/12/46,20.965
157,15860,Miguel Ferrer,2/7/55,9.259
157,65568,James Sikking,3/5/34,3.075
157,88094,Robert Hooks,4/18/37,5.415
157,106730,Branscombe Richmond,8/8/55,4.81
157,130216,Scott McGinnis,11/19/58,1.052
157,1077695,Phillip R. Allen,None,0.677
168,1748,William Shatner,3/22/31,9.149
168,1749,Leonard Nimoy,3/26/31,5.025
168,1750,DeForest Kelley,1/20/20,3.133
168,1751,James Doohan,3/3/20,4.804
168,1752,George Takei,4/20/37,7.825
168,1753,Nichelle Nichols,12/28/32,2.777
168,1754,Walter Koenig,9/14/36,1.816
168,1755,Majel Barrett,2/23/32,3.151
168,1759,Grace Lee Whitney,4/1/30,1.4
168,1819,Robin Curtis,6/15/56,1.166
168,1820,Mark Lenard,10/15/24,1.973
168,2021,Jane Wyatt,8/12/10,4.136
168,2022,Catherine Hicks,8/6/51,5.399
168,2112,Brock Peters,7/2/27,1.621
168,2647,Robert Ellenstein,6/18/23,2.12
168,7073,Michael Berryman,9/4/48,2.874
168,24046,John Schuck,2/4/40,2.223
168,35157,Jane Wiedlin,5/20/58,1.566
168,58074,Madge Sinclair,4/28/38,2.833
168,145446,Kirk R. Thatcher,None,0.6
168,1197424,Nick Ramus,None,0.6
168,1219391,Michael Snyder,None,0.6
168,1233481,Vijay Amritraj,12/14/53,0.6
172,1748,William Shatner,3/22/31,9.149
172,1749,Leonard Nimoy,3/26/31,5.025
172,1750,DeForest Kelley,1/20/20,3.133
172,1751,James Doohan,3/3/20,4.804
172,1752,George Takei,4/20/37,7.825
172,1753,Nichelle Nichols,12/28/32,2.777
172,1754,Walter Koenig,9/14/36,1.816
172,1791,Harve Bennett,8/17/30,1.831
172,2076,David Warner,7/29/41,6.322
172,2077,Laurence Luckinbill,11/21/34,3.615
172,2078,Charles Cooper,8/11/26,0.766
172,2079,Cynthia Gouw,None,0.6
172,2080,Todd Bryant,10/8/63,1.4
172,2081,George Murdock,6/25/30,3.114
172,7073,Michael Berryman,9/4/48,2.874
172,7909,Steve Susskind,10/3/42,0.694
172,16066,Rex Holman,11/19/28,1.671
172,77740,Spice Williams-Crosby,4/26/52,0.828
172,100858,Melanie Shatner,8/1/64,0.732
172,107980,Bill Quinn,5/6/12,3.358
172,1440309,Cynthia Blaise,None,0.6
172,1444735,Jonathan Simpson,None,0.6
172,2121532,Beverly Hart,None,0.6
174,290,Christopher Plummer,12/13/29,3.355
174,1748,William Shatner,3/22/31,9.149
174,1749,Leonard Nimoy,3/26/31,5.025
174,1750,DeForest Kelley,1/20/20,3.133
174,1751,James Doohan,3/3/20,4.804
174,1752,George Takei,4/20/37,7.825
174,1753,Nichelle Nichols,12/28/32,2.777
174,1754,Walter Koenig,9/14/36,1.816
174,1759,Grace Lee Whitney,4/1/30,1.4
174,1820,Mark Lenard,10/15/24,1.973
174,2076,David Warner,7/29/41,6.322
174,2109,Kim Cattrall,8/21/56,9.889
174,2111,Rosanna DeSoto,9/2/50,6.321
174,2112,Brock Peters,7/2/27,1.621
174,2115,Kurtwood Smith,7/3/43,6.075
174,2124,Iman,7/25/55,1.072
174,2224,Christian Slater,8/18/69,7.118
174,2391,Michael Dorn,12/9/52,4.856
174,15372,Jeremy Roberts,9/18/54,1.307
174,24046,John Schuck,2/4/40,2.223
174,32494,Robert Easton,11/23/30,1.768
174,37250,Matthias Hues,2/14/59,5.625
174,160414,Paul Rossilli,10/15/48,2.709
174,169920,Leon Russom,12/6/41,2.377
174,1379424,Darryl Henriques,1/28/42,1.266
193,1748,William Shatner,3/22/31,9.149
193,1751,James Doohan,3/3/20,4.804
193,1754,Walter Koenig,9/14/36,1.816
193,2387,Patrick Stewart,7/13/40,15.657
193,2388,Jonathan Frakes,8/19/52,3.888
193,2390,LeVar Burton,2/16/57,3.428
193,2391,Michael Dorn,12/9/52,4.856
193,2392,Gates McFadden,3/2/49,1.48
193,2393,Marina Sirtis,3/29/55,6.364
193,2394,Alan Ruck,7/1/56,3.898
193,2395,Whoopi Goldberg,11/13/55,5.236
193,3981,Jenette Goldstein,2/4/60,1.809
193,34199,Thomas Dekker,12/28/87,2.679
193,55538,Tim Russ,6/22/56,2.855
193,56890,Malcolm McDowell,6/13/43,6.508
193,1213786,Brent Spiner,2/2/49,3.647
193,1368723,Cameron Oppenheimer,10/27/53,1.625
199,1981,Alfre Woodard,11/8/52,6.782
199,2203,Neal McDonough,2/13/66,4.475
199,2387,Patrick Stewart,7/13/40,15.657
199,2388,Jonathan Frakes,8/19/52,3.888
199,2390,LeVar Burton,2/16/57,3.428
199,2391,Michael Dorn,12/9/52,4.856
199,2392,Gates McFadden,3/2/49,1.48
199,2393,Marina Sirtis,3/29/55,6.364
199,2505,James Cromwell,1/27/40,7.25
199,2506,Alice Krige,6/28/54,3.101
199,16180,Robert Picardo,10/27/53,5.916
199,28248,Dwight Schultz,11/24/47,2.523
199,36801,Adam Scott,4/3/73,2.883
199,1213786,Brent Spiner,2/2/49,3.647
199,1368723,Cameron Oppenheimer,10/27/53,1.625
200,1164,F. Murray Abraham,10/24/39,7.952
200,2387,Patrick Stewart,7/13/40,15.657
200,2388,Jonathan Frakes,8/19/52,3.888
200,2390,LeVar Burton,2/16/57,3.428
200,2391,Michael Dorn,12/9/52,4.856
200,2392,Gates McFadden,3/2/49,1.48
200,2393,Marina Sirtis,3/29/55,6.364
200,2516,Anthony Zerbe,5/20/36,4.32
200,2517,Donna Murphy,3/7/59,3.168
200,2518,Gregg Henry,5/6/52,3.316
200,13422,Raye Birk,5/27/43,1.576
200,15998,Joseph Ruskin,4/14/24,2.539
200,22111,Daniel Hugh Kelly,8/10/52,1.855
200,31716,Peggy Miley,7/5/41,2.383
200,40348,Phillip Glasser,10/4/78,1.4
200,54428,Rico Bueno,12/27/47,1.114
200,56676,Michael Welch,7/25/87,5.04
200,61545,Rick Worthy,3/12/67,2.197
200,62124,Zachary Isaiah Williams,None,0.6
200,79052,John Hostetter,None,0.6
200,104291,Claudette Nevins,4/10/37,2.013
200,108074,Jennifer Tung,5/3/73,1.4
200,128012,Stephanie Niznik,5/20/67,2.176
200,157582,Bruce French,7/4/45,3.251
200,169362,McKenzie Westmore,4/26/77,1.38
200,170889,D. Elliot Woods,8/15/69,0.6
200,582202,Mark Deakins,None,0.6
200,1175469,Michael Horton,None,1.4
200,1213553,Breon Gorman,None,1.094
200,1213554,Larry Anderson,9/22/52,0.6
200,1213786,Brent Spiner,2/2/49,3.647
200,1214176,Greg Poland,None,0.84
200,2538433,Kenneth Lane Edwards,None,0.6
201,2133,Dina Meyer,12/22/68,10.378
201,2372,Ron Perlman,4/13/50,7.627
201,2387,Patrick Stewart,7/13/40,15.657
201,2388,Jonathan Frakes,8/19/52,3.888
201,2390,LeVar Burton,2/16/57,3.428
201,2391,Michael Dorn,12/9/52,4.856
201,2392,Gates McFadden,3/2/49,1.48
201,2393,Marina Sirtis,3/29/55,6.364
201,2395,Whoopi Goldberg,11/13/55,5.236
201,2523,Stuart Baird,1/14/47,1.052
201,2524,Tom Hardy,9/15/77,20.621
201,2525,Shannon Cochran,8/7/58,1.708
201,3033,Wil Wheaton,7/29/72,4.267
201,9032,Bryan Singer,9/17/65,5.308
201,35317,Kate Mulgrew,4/29/55,3.518
201,52760,Alan Dale,5/6/47,3.984
201,1213786,Brent Spiner,2/2/49,3.647
201,1341996,David Ralphe,None,0.6
212,2094,Peter Lorre,6/26/04,4.434
212,2437,Edward Everett Horton,None,1.22
212,2638,Cary Grant,1/18/04,8.435
212,2659,Sol Gorss,3/22/08,1.838
212,2667,Josephine Hull,None,0.732
212,2668,Jean Adair,None,1.094
212,2669,Raymond Massey,None,5.026
212,2670,Priscilla Lane,6/12/15,3.053
212,2671,John Alexander,None,1.624
212,2672,Jack Carson,10/27/10,2.995
212,2673,John Ridgely,9/6/09,2.123
212,2674,Edward McNamara,None,0.6
212,13856,Hank Mann,None,1.616
212,29274,Leo White,None,1.553
212,29579,Charles Lane,1/26/05,4.01
212,30215,Grant Mitchell,None,2.788
212,30280,Chester Clute,None,0.6
212,30537,James Gleason,None,3.501
212,34280,Spencer Charters,None,1.4
212,89673,Raymond Walburn,None,0.762
212,96069,Edward McWade,None,0.694
212,117772,Garry Owen,2/18/02,0.732
212,119545,Spec O'Donnell,4/9/11,0.98
212,121066,Lee Phelps,None,0.684
212,247639,Vaughan Glaser,None,0.6
411,147,Michael Madsen,9/25/57,4.703
411,388,Jim Broadbent,5/24/49,7.263
411,2050,Noah Huntley,9/7/74,3.436
411,2467,James Cosmo,5/24/48,4.827
411,3063,Tilda Swinton,11/5/60,11.658
411,3896,Liam Neeson,6/7/52,16.339
411,4757,Rupert Everett,5/29/59,2.462
411,5526,Georgie Henley,7/9/95,6.587
411,5527,Skandar Keynes,9/5/91,8.116
411,5528,William Moseley,4/27/87,4.818
411,5529,Anna Popplewell,12/16/88,11.733
411,5530,James McAvoy,4/21/79,12.502
411,5531,Kiran Shah,9/28/56,1.052
411,5532,Judy McIntosh,None,1.159
411,5533,Elizabeth Hawthorne,None,1.679
411,5534,Patrick Kake,None,1.312
411,5535,Rachael Henley,None,1.176
411,5536,Mark Wells,9/14/80,0.828
411,5537,Sophie Winkleman,8/5/80,1.4
411,5538,Ray Winstone,2/19/57,6.46
411,5539,Dawn French,10/11/57,3.209
411,5540,Cameron Rhodes,None,0.6
411,5541,Philip Steuer,None,0.6
411,5542,Sim Evan-Jones,None,0.6
411,5543,Douglas Gresham,11/10/45,0.6
411,5546,Jim May,None,0.84
411,25134,Shane Rangi,2/3/69,0.732
411,173604,Katrina Browne,None,0.6
411,205030,Alina Phelan,None,0.6
411,560164,Kate O'Rourke,None,0.6
411,1172813,Richard King,None,0.6
411,1298966,Lee Tuson,None,0.6
411,1405194,Lucy Tanner,None,0.6
411,1440014,Stephen Ure,3/28/58,0.764
411,1493805,Brandon Cook,None,0.6
411,1544922,Felicity Hamill,None,0.6
411,1552044,Elizabeth Kirkscey,None,0.6
411,1594171,Vanessa Cater,None,1.388
411,1641201,Ben Barrington,None,1.38
411,1776034,Jaxin Hall,None,0.6
411,1848078,Praphaphorn 'Fon' Chansantor,None,0.6
411,1850551,Allison Sarofim,None,0.6
411,1891827,Susan Haldane,None,0.6
411,2082762,Sam La Hood,None,1.614
411,2502211,Cassie Cook,None,0.6
411,2502212,Morris Lupton,None,0.6
411,2502213,Shelly Edwards,None,0.6
411,2502214,Margaret Bremner,None,0.6
411,2502215,Terry Murdoch,None,0.6
411,2502218,Sonya Hitchcock,None,0.6
411,2502219,Tiggy Mathias,None,0.6
411,2502220,Gregory Cooper,None,0.6
411,2502224,Russell Pickering,None,0.6
411,2502229,Charles Williams,None,0.6
411,2502232,Ajay Ratilal Navi,None,0.6
411,2502234,Bhoja 'BK' Kannada,None,0.6
411,2502235,Zakiuddin Mohd. Farooque,None,0.6
411,2502237,M. Ramaswami,None,0.6
411,2502239,Nikhom Nusungnern,None,0.6
411,2502240,Doungdieo Savangvong,None,0.6
411,2616735,Elizabeth Kirk,None,0.6
411,2662789,Jaymie Bell,None,0.6
563,2133,Dina Meyer,12/22/68,10.378
563,3041,Marshall Bell,9/28/42,6.42
563,3211,Dale Dye,10/8/44,3.213
563,5945,Bruce Gray,9/7/36,2.667
563,6574,Clancy Brown,1/5/59,12.081
563,7722,Edward Neumeier,8/24/57,1.62
563,9205,Denise Richards,2/17/71,9.639
563,9258,Steven Ford,5/19/56,2.641
563,9312,Greg Travis,7/31/58,0.6
563,9323,Eric DaRe,3/3/65,0.704
563,11086,Michael Ironside,2/12/50,4.915
563,14329,Dean Norris,4/10/63,3.735
563,20189,Amy Smart,3/26/76,10.918
563,21633,Kai Lennox,None,2.574
563,23970,Denise Dowse,2/21/58,4.218
563,27763,Casper Van Dien,12/18/68,8.732
563,28410,Jake Busey,6/15/71,6.152
563,41686,Neil Patrick Harris,6/15/73,6.221
563,41687,Patrick Muldoon,9/27/68,2.433
563,41688,Seth Gilliam,11/5/68,2.546
563,41689,Rue McClanahan,2/21/34,6.79
563,41690,Blake Lindsley,12/19/73,1.4
563,41691,Ungela Brockman,2/24/70,2.36
563,78184,Lenore Kasdorf,7/23/48,1.129
563,90519,Christopher Curry,10/22/48,2.125
563,101396,Brenda Strong,3/25/60,4.492
563,101777,Julianna McCarthy,8/17/29,4.224
563,132729,Eric Bruskotter,3/22/66,1.241
563,134423,Timothy Omundson,7/29/69,3.664
563,153940,Tami-Adrian George,None,1.466
563,154993,Stephanie Erb,9/10/63,1.972
563,167561,John Cunningham,6/22/32,1.716
563,169643,Timothy McNeil,1/1/58,1.4
563,171522,Anthony Ruivivar,11/4/70,1.172
563,175511,Matt Levin,4/12/72,0.6
563,228428,Brad Kane,9/29/73,2.191
563,949901,Mara Duronslet,None,0.6
563,1217657,Robert David Hall,11/9/47,2.962
563,1230024,Mike Stokey,None,0.6
563,1317863,Tyrone Tann,None,0.6
563,1833877,Curnal Achilles Aulisio,None,0.972
563,1851174,Teo,None,0.6
563,2116579,Armand Darrius,None,0.6
563,2141449,Patrick Bishop,None,0.6
563,2141450,Hunter Bodine,None,0.6
563,2141451,Travis Lowen,None,0.6
563,2141453,Patrick Wolff,None,0.6
563,2141462,Matt Entriken,None,0.6
563,2141463,Ronald L. Botchan,None,0.6
563,2141464,Walter Adrian,None,0.6
563,2141465,Alexi Lakatos,None,0.6
563,2141466,Nathaniel Marshall,None,0.6
563,2141467,Austin Sanderford,None,0.6
563,2141468,Rhiannon Vigil,None,0.608
563,2141469,Mylin Brooks,None,1.38
679,748,Paul Maxwell,11/12/21,1.124
679,781,Paul Reiser,3/30/57,5.173
679,1736,James Remar,12/31/53,6.61
679,2053,Bill Paxton,5/17/55,5.567
679,2712,Michael Biehn,7/31/56,4.136
679,2714,Lance Henriksen,5/5/40,9.715
679,3981,Jenette Goldstein,2/4/60,1.809
679,6576,Mark Rolston,12/7/56,4.066
679,10205,Sigourney Weaver,10/8/49,9.909
679,10206,Carrie Henn,5/7/76,1.196
679,10207,William Hope,3/2/55,2.565
679,10208,Al Matthews,11/21/42,1.4
679,10209,Colette Hiller,None,0.6
679,10210,Daniel Kash,4/25/59,3.587
679,10211,Cynthia Dale Scott,None,0.6
679,10212,Ricco Ross,4/16/60,2.112
679,10213,Tip Tipping,2/13/58,0.694
679,33403,Mac McDonald,6/18/48,1.62
679,84890,Alan Polonsky,None,0.98
679,96991,Barbara Coles,None,0.6
679,141014,Jay Benedict,4/11/51,1.009
679,1077325,Eddie Powell,3/9/27,0.694
679,1179692,Blain Fairman,None,1.159
679,1230759,Alibe Parsons,12/24/45,1.214
679,1340211,Trevor Steedman,5/25/54,1.094
679,1653085,Valerie Colgan,None,1.4
679,1817689,Carl Toop,None,0.98
935,862,George C. Scott,10/18/27,3.132
935,3088,Sterling Hayden,3/26/16,4.493
935,4966,Keenan Wynn,7/27/16,3.562
935,6600,Peter Bull,3/21/12,1.546
935,10657,Shane Rimmer,5/28/29,2.666
935,12446,Peter Sellers,9/8/25,2.115
935,12485,Jack Creley,3/6/26,0.611
935,14253,Slim Pickens,6/29/19,2.279
935,15152,James Earl Jones,1/17/31,6.978
935,117301,Gordon Tanner,7/17/18,0.6
935,126354,Tracy Reed,10/28/49,1.702
935,184980,Burnell Tucker,None,1.702
935,185044,Paul Tamarin,None,0.6
935,186212,Hal Galili,None,0.6
935,948173,Glenn Beck,6/1/35,0.652
935,1063405,John McCarthy,None,0.6
935,1236452,Robert O'Neill,None,0.6
935,1332529,Frank Berry,None,0.6
935,1332531,Roy Stephens,None,0.98
935,1332532,Laurence Herder,None,1.4
935,1556340,Victor Harrington,None,0.6
940,2092,Paul Lukas,None,2.937
940,2636,Alfred Hitchcock,None,5.488
940,7640,Michael Redgrave,3/20/08,0.63
940,14298,Margaret Lockwood,9/15/16,1.686
940,14299,May Whitty,None,3.615
940,14300,Cecil Parker,None,1.024
940,14301,Linden Travers,5/27/13,1.96
940,14302,Naunton Wayne,6/22/01,0.98
940,14303,Basil Radford,None,1.02
940,14304,Mary Clare,None,0.972
940,14305,Emile Boreo,None,0.6
940,14306,Googie Withers,3/12/17,4.323
940,14307,Sally Stewart,1/1/20,0.6
940,14308,Philip Leaver,7/11/04,0.828
940,14309,Selma Vaz Dias,11/23/11,1.052
940,95613,Charles Oliver,6/21/07,0.6
940,101723,Catherine Lacey,5/6/04,1.4
940,588602,Roy Russell,None,0.6
940,1420332,Josephine Wilson,7/5/04,0.6
940,1731175,Kathleen Tremaine,None,0.6
940,1847210,Ernest Blyth,None,0.6
1410,5045,Dan O'Bannon,9/30/46,1.96
1410,11770,John Carpenter,1/16/48,4.731
1410,14692,Nick Castle,9/21/47,2.38
1410,25202,Brian Narelle,None,0.6
1410,25203,Cal Kuniholm,None,0.6
1410,25204,Dre Pahich,None,0.6
1410,25205,Adam Beckenbaugh,None,1.4
1410,25206,Cookie Knapp,None,0.652
1410,25207,Joe Saunders,None,0.84
1410,25208,Alan Sheretz,None,0.694
1410,2425958,Miles Watkins,None,0.6
1771,1331,Hugo Weaving,4/4/60,8.113
1771,2176,Tommy Lee Jones,9/15/46,7.79
1771,2203,Neal McDonough,2/13/66,4.475
1771,2231,Samuel L. Jackson,12/21/48,21.263
1771,2283,Stanley Tucci,11/11/60,10.791
1771,7624,Stan Lee,12/28/22,8.085
1771,10207,William Hope,3/2/55,2.565
1771,10701,Simon Kunz,None,2.13
1771,11180,David Bradley,4/17/42,4.567
1771,13014,Toby Jones,9/7/66,7.117
1771,15543,Derek Luke,4/24/74,2.538
1771,16828,Chris Evans,6/13/81,18.035
1771,30315,Richard Armitage,8/22/71,5.008
1771,30710,J.J. Feild,4/1/78,2.317
1771,39459,Hayley Atwell,4/5/82,11.906
1771,41561,Kenneth Choi,10/20/71,1.96
1771,49365,Jan Pohl,1/9/82,1.22
1771,55470,Dominic Cooper,6/2/78,5.763
1771,55583,Lex Shrapnel,10/6/79,1.276
1771,58502,Natalie Dormer,2/11/82,9.458
1771,60898,Sebastian Stan,8/13/82,8.696
1771,62892,Anatole Taubman,12/23/70,1.817
1771,74289,Amanda Righetti,4/4/83,4.227
1771,97505,Jack Gordon,None,0.73
1771,108620,Amanda Walker,11/29/35,0.6
1771,123496,Ben Batt,None,0.764
1771,131814,Michael Brandon,4/20/45,1.916
1771,145161,Bruno Ricci,None,0.6
1771,209578,Laura Haddock,8/21/85,4.941
1771,523533,Luke Allen-Gale,11/6/84,2.192
1771,1047370,Doug Cockle,None,0.6
1771,1048648,Erich Redman,1/1/64,0.84
1771,1075144,Sam Hoare,6/27/81,2.268
1771,1080542,Jenna Coleman,4/27/86,3.543
1771,1094667,Martin Sherman,11/28/66,0.828
